,category,price,price_1m2,area,title_deed,repair,room_number,floor_house,total_floors,title_length,floor_status
326,Old building,117000.0,1860.0,63.0,exist,exist,3.0,1.0,9.0,49,1
327,New construction,139000.0,2190.0,63.6,exist,exist,2.0,12.0,18.0,46,2
328,New construction,249000.0,1830.0,136.0,exist,exist,4.0,2.0,12.0,49,1
329,New construction,180000.0,2410.0,74.6,exist,exist,2.0,4.0,18.0,58,1
330,New construction,165000.0,2750.0,60.0,exist,exist,2.0,3.0,17.0,56,1
331,New construction,185000.0,1620.0,114.0,exist,exist,3.0,11.0,20.0,52,2
332,New construction,295000.0,2000.0,147.7,don't exist,don't exist,3.0,3.0,16.0,48,1
333,New construction,159000.0,1670.0,95.0,don't exist,don't exist,3.0,17.0,18.0,51,3
334,New construction,281000.0,1850.0,152.0,exist,exist,4.0,7.0,20.0,52,2
335,New construction,149700.0,2300.0,65.0,don't exist,exist,3.0,16.0,17.0,50,3
336,New construction,235000.0,2550.0,92.0,exist,exist,3.0,5.0,16.0,51,2
337,New construction,340000.0,2520.0,135.0,exist,exist,3.0,13.0,19.0,51,2
338,New construction,244000.0,1740.0,140.0,exist,exist,4.0,8.0,12.0,46,2
339,New construction,120000.0,2670.0,45.0,exist,exist,2.0,1.0,20.0,48,1
340,New construction,395000.0,2190.0,180.0,exist,exist,4.0,20.0,27.0,48,2
341,Old building,130000.0,1300.0,100.0,exist,don't exist,4.0,8.0,9.0,50,3
342,New construction,295000.0,1790.0,165.0,exist,exist,4.0,9.0,14.0,57,2
343,New construction,168000.0,1310.0,128.0,don't exist,don't exist,3.0,9.0,18.0,47,2
344,New construction,217900.0,2290.0,95.0,exist,exist,3.0,12.0,17.0,51,2
345,New construction,365000.0,2520.0,145.0,exist,exist,3.0,11.0,16.0,57,2
346,New construction,100000.0,1000.0,100.0,exist,exist,3.0,2.0,20.0,49,1
347,New construction,175000.0,2430.0,72.0,don't exist,exist,2.0,2.0,16.0,50,1
348,New construction,205000.0,1210.0,170.0,exist,exist,4.0,8.0,11.0,49,2
349,New construction,237000.0,2630.0,90.0,exist,exist,2.0,5.0,6.0,57,3
350,New construction,620000.0,2820.0,220.0,exist,don't exist,5.0,17.0,17.0,57,3
351,New construction,394995.0,2220.0,178.0,exist,exist,4.0,20.0,28.0,48,2
352,New construction,92000.0,1840.0,50.0,exist,exist,1.0,15.0,19.0,50,3
353,New construction,350000.0,1660.0,211.0,exist,exist,4.0,8.0,17.0,57,2
354,Old building,155000.0,1550.0,100.0,exist,exist,4.0,2.0,9.0,52,1
355,New construction,145000.0,1810.0,80.0,exist,exist,3.0,7.0,11.0,46,2
356,New construction,302000.0,1800.0,168.0,don't exist,don't exist,3.0,10.0,17.0,46,2
357,New construction,274000.0,2300.0,119.0,don't exist,don't exist,2.0,7.0,10.0,46,2
358,New construction,329000.0,2990.0,110.0,exist,exist,3.0,6.0,17.0,57,2
359,Old building,85000.0,2620.0,32.5,exist,exist,2.0,2.0,2.0,48,3
360,New construction,330000.0,1650.0,200.0,exist,exist,4.0,17.0,18.0,57,3
361,New construction,160000.0,2670.0,60.0,exist,exist,2.0,12.0,12.0,57,3
362,New construction,179000.0,2700.0,66.2,don't exist,exist,2.0,18.0,21.0,58,3
363,New construction,145000.0,2230.0,65.0,don't exist,exist,2.0,10.0,18.0,51,2
364,New construction,685000.0,2980.0,230.0,exist,don't exist,5.0,5.0,7.0,48,2
365,Old building,98000.0,1310.0,75.0,exist,don't exist,3.0,4.0,4.0,49,3
366,New construction,143000.0,2380.0,60.0,exist,exist,2.0,8.0,10.0,48,3
367,New construction,55000.0,1250.0,44.0,don't exist,exist,2.0,4.0,6.0,46,2
368,Old building,120000.0,1330.0,90.0,exist,exist,3.0,5.0,9.0,49,2
369,New construction,575000.0,3210.0,179.0,exist,exist,4.0,9.0,17.0,46,2
370,New construction,350000.0,2050.0,171.0,exist,exist,4.0,17.0,17.0,46,3
371,New construction,210000.0,2100.0,100.0,exist,exist,3.0,3.0,20.0,49,1
372,New construction,1550000.0,3510.0,442.0,don't exist,don't exist,5.0,19.0,20.0,48,3
373,Old building,139000.0,1540.0,90.0,exist,exist,4.0,1.0,5.0,56,1
374,New construction,140000.0,2300.0,61.0,exist,exist,2.0,16.0,18.0,51,3
375,New construction,227000.0,2320.0,98.0,exist,exist,2.0,10.0,17.0,45,2
376,New construction,294400.0,1600.0,184.0,exist,don't exist,3.0,6.0,16.0,46,2
377,New construction,246500.0,2300.0,107.0,exist,exist,3.0,18.0,19.0,51,3
378,Old building,130000.0,2890.0,45.0,exist,exist,2.0,4.0,4.0,47,3
379,New construction,155000.0,1720.0,90.0,exist,exist,2.0,10.0,20.0,51,2
380,New construction,265000.0,2070.0,128.0,exist,exist,3.0,15.0,20.0,47,2
381,New construction,84000.0,1120.0,75.0,don't exist,exist,3.0,2.0,6.0,46,2
382,New construction,125000.0,2500.0,50.0,exist,exist,2.0,2.0,16.0,47,1
383,Old building,118000.0,2680.0,44.0,exist,exist,2.0,5.0,5.0,48,3
384,New construction,650000.0,2210.0,294.0,exist,exist,5.0,14.0,17.0,46,3
385,New construction,130000.0,1940.0,67.0,exist,exist,2.0,2.0,16.0,44,1
386,New construction,200000.0,3690.0,54.2,don't exist,exist,2.0,7.0,15.0,47,2
387,New construction,150000.0,2780.0,54.0,don't exist,don't exist,1.0,4.0,15.0,45,2
388,New construction,1399000.0,2870.0,487.0,exist,exist,8.0,9.0,10.0,51,3
389,New construction,83000.0,1660.0,50.0,exist,exist,2.0,4.0,7.0,48,2
390,Old building,218000.0,2420.0,90.0,exist,exist,4.0,5.0,9.0,49,2
391,New construction,140000.0,2460.0,57.0,don't exist,exist,2.0,4.0,14.0,46,2
392,New construction,180000.0,3330.0,54.0,exist,exist,2.0,10.0,12.0,45,3
393,Old building,236000.0,2150.0,110.0,exist,exist,3.0,6.0,6.0,48,3
394,Old building,189000.0,2090.0,90.5,exist,exist,4.0,4.0,9.0,54,2
395,Old building,94000.0,2940.0,32.0,exist,exist,2.0,3.0,5.0,51,2
396,New construction,249002.0,2490.0,100.0,exist,exist,2.0,6.0,17.0,48,2
397,New construction,460000.0,2250.0,204.0,don't exist,exist,4.0,15.0,17.0,46,3
398,New construction,385000.0,2290.0,168.0,exist,exist,3.0,3.0,14.0,46,1
399,New construction,610000.0,3050.0,200.0,don't exist,exist,4.0,4.0,16.0,46,2
400,Old building,110000.0,1830.0,60.0,exist,exist,3.0,1.0,5.0,51,1
401,Old building,400000.0,3640.0,110.0,exist,exist,3.0,2.0,5.0,46,2
402,New construction,310000.0,2820.0,110.0,exist,exist,3.0,12.0,16.0,46,2
403,New construction,650000.0,3020.0,215.0,exist,exist,4.0,11.0,20.0,46,2
404,New construction,86500.0,1080.0,80.0,exist,exist,3.0,10.0,12.0,45,3
405,New construction,115000.0,2050.0,56.0,don't exist,don't exist,2.0,6.0,16.0,48,2
406,New construction,234900.0,1780.0,132.0,don't exist,exist,4.0,7.0,16.0,49,2
407,New construction,238000.0,1640.0,145.0,exist,exist,4.0,5.0,20.0,49,2
408,New construction,450000.0,3040.0,148.0,exist,exist,3.0,14.0,18.0,57,3
409,New construction,209500.0,2460.0,85.0,exist,exist,3.0,8.0,20.0,50,2
410,New construction,290000.0,2460.0,118.0,exist,exist,3.0,13.0,16.0,57,3
411,New construction,153000.0,2250.0,68.0,don't exist,don't exist,1.0,16.0,17.0,45,3
412,New construction,174000.0,1740.0,100.0,exist,exist,3.0,17.0,17.0,45,3
413,Old building,380000.0,4580.0,83.0,don't exist,exist,3.0,2.0,4.0,45,2
414,New construction,240000.0,1780.0,135.0,exist,exist,3.0,14.0,17.0,45,3
415,New construction,140000.0,3110.0,45.0,don't exist,don't exist,2.0,3.0,14.0,45,1
416,Old building,58000.0,1810.0,32.0,exist,don't exist,1.0,6.0,9.0,46,2
417,New construction,320000.0,2460.0,130.0,exist,exist,4.0,15.0,16.0,57,3
418,New construction,235000.0,1960.0,120.0,exist,exist,3.0,7.0,16.0,51,2
419,New construction,380000.0,2250.0,169.0,exist,don't exist,3.0,9.0,21.0,46,2
420,New construction,299200.0,1600.0,187.0,exist,don't exist,4.0,6.0,8.0,49,2
421,Old building,130000.0,1940.0,67.0,exist,exist,3.0,4.0,5.0,52,3
422,New construction,135000.0,2930.0,46.0,exist,exist,2.0,7.0,17.0,51,2
423,Old building,124000.0,2480.0,50.0,exist,exist,2.0,4.0,9.0,47,2
424,New construction,119000.0,3400.0,35.0,exist,exist,2.0,6.0,17.0,56,2
425,New construction,200000.0,1900.0,105.0,exist,exist,3.0,13.0,20.0,46,2
426,New construction,220000.0,1830.0,120.0,exist,exist,4.0,7.0,18.0,51,2
427,New construction,491000.0,2520.0,195.0,don't exist,exist,4.0,7.0,7.0,57,3
428,New construction,235000.0,2120.0,111.0,don't exist,don't exist,3.0,11.0,17.0,57,2
429,New construction,550000.0,2340.0,235.0,exist,exist,4.0,5.0,16.0,46,2
430,New construction,342000.0,2100.0,163.0,don't exist,don't exist,3.0,2.0,17.0,58,1
431,Old building,110000.0,2680.0,41.0,exist,exist,2.0,2.0,5.0,51,2
432,Old building,285000.0,2590.0,110.0,exist,exist,4.0,4.0,7.0,58,2
433,New construction,455000.0,2940.0,155.0,exist,exist,4.0,5.0,19.0,46,2
434,Old building,80000.0,1070.0,75.0,exist,exist,3.0,5.0,5.0,47,3
435,Old building,95000.0,1580.0,60.0,exist,exist,2.0,5.0,9.0,52,2
436,New construction,56000.0,862.0,65.0,exist,don't exist,2.0,2.0,9.0,46,1
437,New construction,350000.0,2000.0,175.0,exist,don't exist,4.0,11.0,16.0,57,2
438,New construction,153000.0,2190.0,70.0,don't exist,exist,1.0,8.0,12.0,50,2
439,Old building,149000.0,3170.0,47.0,exist,exist,2.0,4.0,5.0,46,3
440,Old building,98000.0,1920.0,51.0,exist,don't exist,2.0,1.0,9.0,49,1
441,Old building,85000.0,2240.0,38.0,exist,exist,2.0,3.0,5.0,48,2
442,New construction,215000.0,2070.0,104.0,exist,exist,2.0,10.0,18.0,51,2
443,New construction,255000.0,2280.0,112.0,exist,exist,3.0,13.0,13.0,48,3
444,New construction,365000.0,2630.0,139.0,don't exist,don't exist,3.0,6.0,8.0,57,2
445,New construction,420000.0,2050.0,205.0,don't exist,don't exist,4.0,10.0,20.0,46,2
446,New construction,435000.0,3200.0,136.0,exist,exist,3.0,15.0,20.0,46,2
447,New construction,354000.0,2250.0,157.0,don't exist,don't exist,3.0,17.0,20.0,57,3
448,Old building,123000.0,1760.0,70.0,exist,exist,3.0,5.0,9.0,49,2
449,New construction,215000.0,3070.0,70.0,don't exist,exist,2.0,15.0,20.0,46,2
450,New construction,375000.0,2370.0,158.0,exist,exist,4.0,6.0,18.0,58,2
451,New construction,220000.0,1690.0,130.0,don't exist,don't exist,3.0,6.0,16.0,51,2
452,New construction,275000.0,3670.0,75.0,exist,exist,2.0,11.0,16.0,56,2
453,Old building,117000.0,1670.0,70.0,exist,exist,2.0,1.0,5.0,49,1
454,Old building,260000.0,1730.0,150.0,exist,exist,4.0,1.0,4.0,58,2
455,New construction,94000.0,1270.0,74.0,exist,exist,2.0,3.0,10.0,50,2
456,Old building,105000.0,1640.0,64.0,exist,exist,2.0,6.0,9.0,52,2
457,New construction,153000.0,2590.0,59.0,exist,exist,2.0,5.0,6.0,44,3
458,New construction,360000.0,2180.0,165.0,exist,exist,4.0,18.0,20.0,48,3
459,Old building,100000.0,1920.0,52.0,exist,exist,2.0,4.0,5.0,55,3
460,New construction,280000.0,2240.0,125.0,exist,exist,3.0,8.0,18.0,57,2
461,New construction,119000.0,1590.0,75.0,exist,exist,2.0,15.0,18.0,48,3
462,New construction,200000.0,1980.0,101.0,exist,exist,2.0,22.0,24.0,57,3
463,New construction,200000.0,1330.0,150.0,exist,exist,5.0,15.0,15.0,51,3
464,New construction,212000.0,2330.0,91.0,exist,exist,2.0,3.0,19.0,56,1
465,Old building,165000.0,2170.0,76.0,exist,exist,4.0,8.0,9.0,47,3
466,New construction,125000.0,1190.0,105.0,exist,exist,3.0,2.0,17.0,49,1
467,New construction,210000.0,1760.0,119.4,exist,don't exist,3.0,11.0,16.0,54,2
468,New construction,238000.0,2640.0,90.0,exist,exist,2.0,5.0,6.0,45,3
469,New construction,356000.0,2600.0,137.0,don't exist,don't exist,3.0,5.0,8.0,57,2
470,New construction,255000.0,1760.0,145.0,don't exist,exist,2.0,6.0,16.0,47,2
471,New construction,980000.0,3560.0,275.0,exist,exist,5.0,21.0,27.0,57,3
472,New construction,149000.0,2190.0,68.0,don't exist,exist,2.0,15.0,18.0,50,3
473,New construction,175000.0,1670.0,105.0,exist,exist,2.0,18.0,22.0,49,3
474,New construction,212000.0,2650.0,80.0,don't exist,don't exist,2.0,10.0,16.0,56,2
475,New construction,750000.0,2780.0,270.0,exist,exist,4.0,12.0,22.0,57,2
476,New construction,176000.0,2020.0,87.0,exist,exist,2.0,7.0,16.0,51,2
477,Old building,140000.0,2550.0,55.0,exist,exist,2.0,4.0,9.0,57,2
478,New construction,172000.0,2020.0,85.0,exist,exist,3.0,10.0,20.0,56,2
479,New construction,168000.0,1910.0,88.0,exist,exist,2.0,9.0,14.0,51,2
480,New construction,650000.0,2860.0,227.0,exist,exist,4.0,3.0,16.0,46,1
481,New construction,225000.0,1880.0,120.0,exist,exist,3.0,18.0,18.0,57,3
482,New construction,195000.0,3150.0,62.0,don't exist,exist,2.0,10.0,11.0,48,3
483,New construction,415000.0,2490.0,167.0,don't exist,don't exist,4.0,6.0,16.0,46,2
484,New construction,265000.0,2370.0,112.0,exist,exist,3.0,8.0,13.0,49,2
485,New construction,230000.0,3650.0,63.0,exist,exist,2.0,15.0,16.0,56,3
486,New construction,400000.0,2550.0,157.0,don't exist,don't exist,3.0,13.0,20.0,57,2
487,New construction,88000.0,1430.0,61.5,don't exist,don't exist,2.0,7.0,15.0,50,2
488,New construction,300000.0,1700.0,176.0,don't exist,exist,4.0,9.0,21.0,47,2
489,New construction,345000.0,1860.0,185.0,exist,exist,6.0,15.0,16.0,49,3
490,New construction,320000.0,3170.0,101.0,exist,exist,3.0,12.0,18.0,46,2
491,Old building,158000.0,1860.0,85.0,exist,exist,3.0,5.0,9.0,52,2
492,New construction,320000.0,1870.0,171.0,exist,exist,4.0,5.0,16.0,57,2
493,New construction,130000.0,2450.0,53.0,exist,exist,1.0,3.0,16.0,45,1
494,New construction,177000.0,3220.0,55.0,don't exist,exist,2.0,7.0,20.0,45,2
495,New construction,469000.0,1800.0,260.0,exist,exist,5.0,19.0,20.0,48,3
496,New construction,339000.0,2090.0,162.0,exist,exist,3.0,17.0,17.0,46,3
497,Old building,128500.0,2340.0,55.0,exist,exist,2.0,5.0,5.0,49,3
498,New construction,97000.0,2160.0,45.0,exist,exist,2.0,11.0,20.0,48,2
499,Old building,238000.0,2740.0,87.0,exist,exist,3.0,7.0,8.0,46,3
500,Old building,200000.0,2470.0,81.0,exist,exist,3.0,2.0,5.0,46,2
501,Old building,267000.0,2430.0,110.0,exist,exist,5.0,3.0,5.0,49,2
502,New construction,330000.0,2430.0,136.0,don't exist,exist,3.0,13.0,15.0,46,3
503,New construction,355000.0,2960.0,120.0,exist,exist,3.0,12.0,16.0,46,2
504,New construction,355000.0,2590.0,137.0,don't exist,don't exist,3.0,6.0,8.0,57,2
505,New construction,219000.0,1800.0,122.0,exist,exist,3.0,14.0,16.0,49,3
506,New construction,250000.0,2170.0,115.0,don't exist,exist,3.0,17.0,18.0,52,3
507,New construction,314000.0,2000.0,157.0,exist,don't exist,3.0,10.0,16.0,57,2
508,New construction,105000.0,3450.0,30.4,exist,exist,1.0,12.0,20.0,47,2
509,New construction,340000.0,1590.0,214.0,exist,exist,5.0,8.0,17.0,57,2
510,New construction,350000.0,2690.0,130.0,exist,exist,3.0,13.0,15.0,57,3
511,New construction,419800.0,2840.0,148.0,exist,exist,3.0,15.0,19.0,48,3
512,New construction,145000.0,2380.0,61.0,don't exist,exist,2.0,9.0,20.0,45,2
513,Old building,86000.0,2460.0,35.0,exist,exist,2.0,5.0,5.0,47,3
514,Old building,135000.0,1800.0,75.0,exist,exist,3.0,1.0,5.0,51,1
515,New construction,260000.0,1510.0,172.0,exist,don't exist,3.0,15.0,18.0,47,3
516,New construction,132000.0,2020.0,65.5,exist,exist,2.0,16.0,17.0,58,3
517,New construction,125000.0,2450.0,51.0,exist,exist,2.0,15.0,19.0,51,3
518,Old building,89000.0,1620.0,55.0,exist,exist,2.0,5.0,5.0,51,3
519,New construction,400000.0,2850.0,140.5,exist,exist,4.0,18.0,18.0,59,3
520,Old building,147000.0,1840.0,80.0,exist,exist,3.0,2.0,9.0,52,1
521,New construction,400000.0,2050.0,195.0,exist,don't exist,5.0,4.0,18.0,46,1
522,New construction,158000.0,1960.0,80.5,exist,exist,2.0,8.0,16.0,49,2
523,New construction,190500.0,1780.0,107.0,exist,exist,3.0,10.0,19.0,51,2
524,Old building,145000.0,2420.0,60.0,exist,exist,2.0,3.0,9.0,57,2
525,New construction,132000.0,2270.0,58.2,don't exist,exist,2.0,10.0,13.0,53,3
526,New construction,300000.0,2140.0,140.0,exist,exist,3.0,12.0,15.0,46,3
527,Old building,142000.0,2580.0,55.0,exist,exist,2.0,3.0,4.0,46,2
528,New construction,207000.0,2760.0,75.0,don't exist,exist,2.0,8.0,13.0,46,2
529,New construction,365000.0,2040.0,179.0,exist,don't exist,4.0,25.0,27.0,48,3
530,New construction,289000.0,1940.0,149.0,exist,don't exist,3.0,25.0,27.0,49,3
531,New construction,118000.0,1930.0,61.0,exist,exist,2.0,2.0,12.0,50,1
532,New construction,200000.0,1600.0,125.0,exist,exist,3.0,9.0,19.0,52,2
533,New construction,400000.0,2670.0,150.0,exist,exist,3.0,21.0,27.0,48,3
534,New construction,248000.0,1650.0,150.5,exist,exist,4.0,4.0,21.0,51,1
535,New construction,140000.0,2090.0,67.0,exist,exist,2.0,3.0,3.0,56,3
536,New construction,275000.0,2670.0,103.0,exist,exist,3.0,10.0,16.0,57,2
537,New construction,260000.0,1850.0,140.5,exist,exist,4.0,12.0,18.0,57,2
538,New construction,750000.0,4050.0,185.0,exist,exist,3.0,11.0,19.0,45,2
539,New construction,179000.0,1830.0,98.0,exist,exist,3.0,10.0,16.0,45,2
540,New construction,140000.0,2460.0,57.0,don't exist,exist,1.0,4.0,15.0,48,2
541,New construction,180000.0,2810.0,64.0,don't exist,exist,2.0,4.0,16.0,56,2
542,New construction,138000.0,2380.0,58.0,exist,exist,1.0,7.0,13.0,48,2
543,New construction,400000.0,2000.0,200.0,exist,exist,4.0,11.0,18.0,46,2
544,New construction,285000.0,2540.0,112.0,exist,exist,3.0,3.0,14.0,48,1
545,New construction,225000.0,1800.0,125.0,don't exist,exist,3.0,19.0,20.0,51,3
546,New construction,282000.0,1350.0,209.0,exist,don't exist,4.0,14.0,15.0,46,3
547,Old building,117000.0,1950.0,60.0,exist,exist,2.0,4.0,5.0,51,3
548,New construction,238000.0,2800.0,85.0,exist,exist,2.0,5.0,6.0,50,3
549,Old building,106500.0,2370.0,45.0,exist,exist,2.0,2.0,5.0,51,2
550,Old building,149500.0,2300.0,65.0,exist,exist,3.0,2.0,5.0,51,2
551,New construction,130000.0,1490.0,87.0,exist,exist,3.0,7.0,20.0,48,2
552,New construction,154000.0,2300.0,67.0,don't exist,don't exist,2.0,4.0,10.0,45,2
553,New construction,390000.0,1500.0,260.3,exist,exist,4.0,4.0,20.0,51,1
554,New construction,105000.0,1420.0,74.0,exist,exist,2.0,17.0,17.0,46,3
555,New construction,150800.0,1300.0,116.0,exist,don't exist,2.0,18.0,18.0,51,3
556,New construction,110000.0,1860.0,59.0,don't exist,exist,2.0,15.0,17.0,51,3
557,New construction,347000.0,1970.0,176.0,don't exist,exist,4.0,15.0,20.0,51,2
558,New construction,280000.0,1930.0,145.0,exist,exist,4.0,10.0,16.0,51,2
559,New construction,128250.0,1350.0,95.0,don't exist,don't exist,2.0,11.0,19.0,50,2
560,Old building,118000.0,1970.0,60.0,exist,exist,2.0,2.0,5.0,51,2
561,New construction,190000.0,3020.0,63.0,exist,exist,2.0,14.0,16.0,45,3
562,New construction,1100000.0,4400.0,250.0,exist,exist,7.0,12.0,13.0,49,3
563,New construction,400000.0,2350.0,170.0,don't exist,don't exist,4.0,4.0,17.0,57,1
564,Old building,168500.0,2110.0,80.0,exist,exist,3.0,2.0,9.0,55,1
565,Old building,170000.0,2270.0,75.0,exist,exist,3.0,4.0,4.0,46,3
566,New construction,255000.0,1620.0,157.0,exist,exist,4.0,2.0,17.0,47,1
567,Old building,83000.0,1380.0,60.0,exist,exist,2.0,1.0,9.0,52,1
568,New construction,198000.0,1900.0,104.0,don't exist,exist,3.0,13.0,17.0,52,3
569,Old building,180000.0,2120.0,85.0,exist,exist,3.0,2.0,9.0,46,1
570,New construction,165000.0,1620.0,102.0,exist,exist,3.0,10.0,15.0,47,2
571,Old building,120000.0,3000.0,40.0,exist,exist,1.0,2.0,5.0,46,2
572,New construction,275000.0,1830.0,150.0,exist,exist,4.0,6.0,20.0,49,2
573,New construction,179000.0,2290.0,78.0,exist,exist,3.0,5.0,9.0,55,2
574,New construction,334000.0,2050.0,163.0,don't exist,don't exist,3.0,4.0,17.0,58,1
575,New construction,381999.0,2940.0,130.0,exist,exist,3.0,16.0,18.0,57,3
576,New construction,198000.0,1890.0,105.0,don't exist,exist,3.0,19.0,20.0,51,3
577,New construction,340998.0,1920.0,178.0,exist,don't exist,4.0,27.0,27.0,48,3
578,New construction,243000.0,2210.0,110.0,exist,exist,3.0,3.0,16.0,47,1
579,New construction,750000.0,3090.0,243.0,exist,exist,4.0,5.0,16.0,58,2
580,New construction,280000.0,2370.0,118.3,don't exist,don't exist,3.0,6.0,8.0,50,2
581,New construction,270000.0,2450.0,110.0,exist,exist,3.0,7.0,13.0,48,2
582,New construction,240000.0,2000.0,120.0,exist,exist,3.0,13.0,19.0,51,2
583,New construction,155000.0,1820.0,85.0,exist,exist,2.0,10.0,19.0,51,2
584,New construction,190000.0,1700.0,112.0,don't exist,exist,3.0,6.0,18.0,52,2
585,New construction,265000.0,2280.0,116.0,exist,exist,3.0,16.0,17.0,51,3
586,Old building,112000.0,1320.0,85.0,exist,exist,3.0,5.0,5.0,48,3
587,New construction,205000.0,2590.0,79.0,don't exist,exist,2.0,7.0,18.0,56,2
588,New construction,90000.0,1360.0,66.0,don't exist,exist,2.0,15.0,15.0,48,3
589,Old building,95000.0,1360.0,70.0,exist,exist,3.0,9.0,9.0,46,3
590,New construction,285000.0,1630.0,175.0,exist,don't exist,4.0,7.0,16.0,49,2
591,New construction,295000.0,1610.0,183.0,exist,exist,4.0,5.0,16.0,57,2
592,New construction,800000.0,3810.0,210.0,exist,exist,4.0,17.0,20.0,58,3
593,New construction,490000.0,3080.0,159.0,don't exist,exist,3.0,9.0,17.0,58,2
594,New construction,179000.0,2180.0,82.0,exist,don't exist,2.0,1.0,7.0,47,1
595,New construction,207000.0,2230.0,93.0,exist,don't exist,2.0,1.0,7.0,47,1
596,New construction,219000.0,2550.0,86.0,exist,don't exist,2.0,5.0,6.0,47,3
597,New construction,300000.0,2360.0,127.0,exist,don't exist,3.0,2.0,5.0,48,2
598,New construction,123000.0,1450.0,85.0,don't exist,exist,3.0,19.0,19.0,50,3
599,New construction,140000.0,2500.0,56.0,don't exist,exist,2.0,11.0,16.0,51,2
